Work Order,Description,Charge To,Charge To Name,Type,Status,Shift,Priority,Created,Creator,Assigned,Scheduled,Fail Code,Actual Finish,Completion Comments
18062706,M02DTH:  Missing guard from trough hoist drive motor/chain.,7696,Bread Trough Hoist M02DTH,CM,Approved,,S,3/15/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18062702,"L1OV:  burner that need slide covers: 26,32,33,72,78,&106 (heat is escaping and building up on lines)",7236,Bread Oven L1OV,CM,Approved,,2,3/15/18,BBUGRNPSOLTIS,,12/31/1899,,12/31/1899,
18062620,L9C1:  AC is leaking in front of line 9 terminal posing potential food safety issue.,7917,Muffin Cooler L9C1,CM,Approved,,1,3/14/18,BBUGRNJJOHNSON,,12/31/1899,,12/31/1899,
18062611,L2SIF:  please replace the Lexan (does not slide & is broken).,7134,Bread Flouring Table L2SIF,CM,Approved,,2,3/14/18,BBUGRNPSOLTIS,,12/31/1899,,12/31/1899,
18062610,L1SIF:  Replace and fit to size the Lexan doors (parts are broken and does not slide right).,7132,Bread Flouring Table L1SIF,CM,Approved,,2,3/14/18,BBUGRNPSOLTIS,,12/31/1899,,12/31/1899,
18062594,TABBERS:  Install boogie belts when they come in. JB ordered on 3-13-,15929,Muffin Tabber #7,CM,Approved,,1,3/14/18,BBUGRNJBOREA,,12/31/1899,,12/31/1899,
18062519,L1OV:  Replace bad oven ignition transformers on line 1 oven.,7236,Bread Oven L1OV,CM,Approved,,2,3/13/18,BBUGRNTCLEAR,,12/31/1899,,12/31/1899,
18062506,30 DAY PM - Bread Pan Return Conveyor L1PR06H,7342,Bread Pan Return Conveyor L1PR06H,PM,Approved,,,3/13/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18062505,30 DAY PM - Bread Pan Return Conveyor L1PR06G,7341,Bread Pan Return Conveyor L1PR06G,PM,Approved,,,3/13/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18062497,30 DAY PM - Bread Basket Trash Dump Conveyors L1TD2,13094,Bread Basket Trash Dump Conveyors L1TD2,PM,Approved,,,3/13/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18062480,30 DAY PM - Bread Packing Conveyor L2PFF2A,14749,Bread Packing Conveyor L2PFF2A,PM,Approved,,,3/13/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18062460,30 DAY PM - Bread Slicer Feed Conveyor L2SF02B,14711,Bread Slicer Feed Conveyor L2SF02B,PM,Approved,,,3/13/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18062433,180 DAY PM - Bread Overwrapper L2W4,7255,Bread Overwrapper L2W4,PM,Approved,,,3/13/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18062403,30 DAY PM - Bread Pan Return Conveyor L1PR06E,7337,Bread Pan Return Conveyor L1PR06E,PM,Approved,,,3/13/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18062402,30 DAY PM - Bread Pan Return Conveyor L1PR06C,7335,Bread Pan Return Conveyor L1PR06C,PM,Approved,,,3/13/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18062401,30 DAY PM - Bread Pan Return Conveyor L1PR06B,7334,Bread Pan Return Conveyor L1PR06B,PM,Approved,,,3/13/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18062182,"L1DIV:  Replace both AB SafeZone  Scanners for the Divider, as they aren't working due to electrical issues.",14512,Bread Dough Divider L1DIV,CM,Approved,,S,3/12/18,BBUGRNJTHOMPSON,,12/31/1899,,12/31/1899,
18062176,"M04DTH:  Missing safety guard (looked all over, did not find).",7698,Bread Trough Hoist M04DTH,CM,Approved,,S,3/12/18,BBUGRNWCARRASCO,,12/31/1899,,12/31/1899,
18062160,L1PC:  Motor has bad bearings shaft is bent brush needs replacing gearbox Part#17Q10H66 Part info for motor is in picture more info is needed for shaft specs,7264,Bread Pan Cleaner L1PC,CM,Approved,,2,3/12/18,BBUGRNADESANTIS,,12/31/1899,,12/31/1899,
18062122,L1DEP:  Pan conveyor sprockets and guides are in poor condition and need to be replaced.,7009,Bread Depanner L1DEP,CM,Approved,,2,3/11/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18062112,"L1DEP:  Replace main drive roller with OEM rather than manufactured.  Additionally, replace bearings and perform inspection.",7009,Bread Depanner L1DEP,CM,Approved,,1,3/11/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18062042,LINE 1 WRAPPING:  carry over horns need to be looked at (not working).,BREAD LINE 1 WRAPPING,LINE 1 WRAPPING AREA EQUIPMENT,CM,Approved,,2,3/10/18,BBUGRNJTOTH,,12/31/1899,,12/31/1899,
18061971,L9PB:  Replace brass elbow for nos lubricator its leaking carrier chain,7996,Muffin Proofer L9PB,CM,Approved,,2,3/9/18,BBUGRNKHARRIS,,12/31/1899,,12/31/1899,
18061967,"L9PB:  Nos safety takes too long to reset when door is closed ""front door""have to play with wiring or cycle main power to reset repair as needed",7996,Muffin Proofer L9PB,CM,Approved,,2,3/9/18,BBUGRNKHARRIS,,12/31/1899,,12/31/1899,
18061941,BUILDING (FAC):     Two of the four water faucets in the men's room in bread wrapping are not working.,13223,Building and Grounds,CM,Approved,1,2,3/9/18,BBUGRNPCARLUCCI,,12/31/1899,,12/31/1899,
18061850,"L9B1:  There are many issues with this bagger and a correspondingly large number of associated work orders.  Most of these work orders have never had parts ordered.  For the work orders listed on your work for this equipment, develop a list of the needed parts per work order and deliver to the planner for purchasing.     *****The work orders listed are for information only.  Put no time towards those work orders and do not close them*****",7851,Muffin Bagger L9B1,CM,Approved,2,2,3/8/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061845,L2B1:  Replace white nylon guide,16333,Bread Bagger L2B1,CM,Approved,,2,3/8/18,BBUGRNKHARRIS,,12/31/1899,,12/31/1899,
18061723,30 DAY PM - Bread Oven Discharge Conveyor L1D02,7176,Bread Oven Discharge Conveyor L1D02,PM,Approved,1,1,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061722,30 DAY PM - Bread Oven Discharge Conveyor L1D01,7175,Bread Oven Discharge Conveyor L1D01,PM,Approved,1,1,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061714,60 DAY PM - Line 2 Oven Discharge Conveyor L2OULC,16111,Line 2 Oven Discharge Conveyor L2OULC,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061698,60 DAY PM - Line 2 Proofer Feed Conveyor L2P4,16074,Line 2 Proofer Feed Conveyor L2P4,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061697,60 DAY PM - Line 2 Proofer Feed Conveyor L2P3,16072,Line 2 Proofer Feed Conveyor L2P3,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061696,60 DAY PM - Line 2 Proofer Feed Conveyor L2P2,16070,Line 2 Proofer Feed Conveyor L2P2,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061695,60 DAY PM - Line 2 Proofer Feed Conveyor L2P1,16068,Line 2 Proofer Feed Conveyor L2P1,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061687,60 DAY PM - Bread Basket Feed Conveyors L1ETC8A,13087,Bread Basket Feed Conveyors L1ETC8A,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061686,60 DAY PM - Line 2 Cooler Feed Conveyor L2C5,16130,Line 2 Cooler Feed Conveyor L2C5,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061685,60 DAY PM - Line 2 Cooler Feed Conveyor L2C4,16129,Line 2 Cooler Feed Conveyor L2C4,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061684,60 DAY PM - Line 2 Cooler Feed Conveyor L2C2,16124,Line 2 Cooler Feed Conveyor L2C2,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061682,60 DAY PM - Line 2 Cooler Feed Conveyor L2C1,16122,Line 2 Cooler Feed Conveyor L2C1,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061679,60 DAY PM - Line 2 Cooler Feed Conveyor L2C3,16126,Line 2 Cooler Feed Conveyor L2C3,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061677,60 DAY PM - Line 2 Cooler Discharge Conveyor L2CD_2S6,16140,Line 2 Cooler Discharge Conveyor L2CD_2S6,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061676,60 DAY PM - Line 2 Cooler Discharge Conveyor L2CD_2S5,16138,Line 2 Cooler Discharge (ARB Reject) Conveyor L2CD_2S5,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061675,60 DAY PM - Line 2 Cooler Discharge Conveyor L2CD_2S2A,16136,Line 2 Cooler Discharge Conveyor L2CD_2S2A,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061674,60 DAY PM - Line 2 Cooler Discharge Conveyor L2CD_2S2,16134,Line 2 Cooler Discharge Conveyor L2CD_2S2,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061660,60 DAY PM - Line 2 Pan Feed Conveyor L2PF_R32,16292,Line 2 Pan Feed Conveyor L2PF_R32,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061659,60 DAY PM - Line 2 Pan Feed Conveyor L2PF_R31A,16290,Line 2 Pan Feed Conveyor L2PF_R31A,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061658,60 DAY PM - Line 2 Pan Feed Conveyor L2PF_R31,16288,Line 2 Pan Feed Conveyor L2PF_R31,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061657,60 DAY PM - Line 2 Pan Feed Conveyor L2PF_R30,16286,Line 2 Pan Feed Conveyor L2PF_R30,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061656,60 DAY PM - Line 2 Pan Feed Conveyor L2PF_R29,16284,Line 2 Pan Feed Conveyor L2PF_R29,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061653,60 DAY PM - Line 2 Pan Feed Conveyor L2PF_R26,16278,Line 2 Pan Feed Conveyor L2PF_R26,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061652,60 DAY PM - Line 2 Pan Feed Conveyor L2PF_R22,16272,Line 2 Pan Feed Conveyor L2PF_R22,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061651,60 DAY PM - Line 2 Pan Feed Conveyor L2PF_R21,16270,Line 2 Pan Feed Conveyor L2PF_R21,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061650,60 DAY PM - Line 2 Pan Feed Conveyor L2PF_R23,16274,Line 2 Pan Feed Conveyor L2PF_R23,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061647,60 DAY PM - Bread Basket Feed Conveyors L1ETC13,6692,Bread Basket Feed Conveyors L1ETC13,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061646,60 DAY PM - Bread Basket Feed Conveyors L1ETC08,6687,Bread Basket Feed Conveyors L1ETC08,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061645,60 DAY PM - Line 2 Pan Return Conveyor L2PR_R1,16226,Line 2 Pan Return Conveyor L2PR_R1,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061644,60 DAY PM - Line 2 Lid Feed Conveyor L2LF_L24,16224,Line 2 Lid Feed Conveyor L2LF_L24,PM,Approved,1,1,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061643,60 DAY PM - Line 2 Lid Feed Conveyor L2LF_L23,16222,Line 2 Lid Feed Conveyor L2LF_L23,PM,Approved,1,1,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061642,60 DAY PM - Line 2 Lid Feed Conveyor L2LF_L22,16220,Line 2 Lid Feed Conveyor L2LF_L22,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061641,60 DAY PM - Line 2 Lid Feed Conveyor L2LF_L21,16218,Line 2 Lid Feed Conveyor L2LF_L21,PM,Approved,1,1,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061640,60 DAY PM - Line 2 Lid Feed Conveyor L2LF_L20,16216,Line 2 Lid Feed Conveyor L2LF_L20,PM,Approved,1,1,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061639,60 DAY PM - Line 2 Lid Feed Conveyor L2LF_L19,16214,Line 2 Lid Feed Conveyor L2LF_L19,PM,Approved,1,1,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061638,60 DAY PM - Line 2 Lid Feed Conveyor L2LF_L18,16212,Line 2 Lid Feed Conveyor L2LF_L18,PM,Approved,1,1,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061637,60 DAY PM - Line 2 Lid Feed Conveyor L2LF_L17,16210,Line 2 Lid Feed Conveyor L2LF_L17,PM,Approved,1,1,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061631,60 DAY PM - Line 2 Lid Feed Conveyor L2LF_L26A,16198,Line 2 Lid Feed Conveyor L2LF_L26A,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061630,60 DAY PM - Line 2 Lid Feed Conveyor L2LF_L26,16196,Line 2 Lid Feed Conveyor L2LF_L26,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061629,60 DAY PM - Line 2 Lid Feed (Switching) Conveyor L2LF_L25,16194,Line 2 Lid Feed (Switching) Conveyor L2LF_L25,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061628,60 DAY PM - Line 2 Lid Feed Conveyor L2LF_L16,16192,Line 2 Lid Feed Conveyor L2LF_L16,PM,Approved,1,1,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061627,60 DAY PM - Line 2 Lid Feed Conveyor L2LF_L15,16190,Line 2 Lid Feed Conveyor L2LF_L15,PM,Approved,1,1,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061626,60 DAY PM - Line 2 Lid Feed Conveyor L2LF_L14,16188,Line 2 Lid Feed Conveyor L2LF_L14,PM,Approved,1,1,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061613,60 DAY PM - Line 2 Cooler Discharge Conveyor L2CD_2S16,16160,Line 2 Cooler Discharge Conveyor L2CD_2S16,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061603,60 DAY PM - Line 2 Pan Return Conveyor L2PR_R12,16248,Line 2 Pan Return Conveyor L2PR_R12,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061602,60 DAY PM - Line 2 Pan Return Conveyor L2PR_R13,16250,Line 2 Pan Return Conveyor L2PR_R13,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061601,60 DAY PM - Line 2 Pan Feed Conveyor L2PF_R16,16256,Line 2 Pan Feed Conveyor L2PF_R16,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061600,60 DAY PM - Line 2 Pan Feed Conveyor L2PF_R15,16254,Line 2 Pan Feed Conveyor L2PF_R15,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061599,60 DAY PM - Line 2 Pan Return Conveyor L2PR_R14,16252,Line 2 Pan Return Conveyor L2PR_R14,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061598,60 DAY PM - Line 2 Pan Feed Conveyor L2PF_R19,16262,Line 2 Pan Feed Conveyor L2PF_R19,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061597,60 DAY PM - Line 2 Pan Feed Conveyor L2PF_R18,16260,Line 2 Pan Feed Conveyor L2PF_R18,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061596,60 DAY PM - Line 2 Pan Feed Conveyor L2PF_R20,16268,Line 2 Pan Feed Conveyor L2PF_R20,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061595,60 DAY PM - Line 2 Pan Return (Reject) Conveyor L2PR_R4B,16234,Line 2 Pan Return (Reject) Conveyor L2PR_R4B,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061594,60 DAY PM - Line 2 Pan Return (Reject) Conveyor L2PR_R5,16236,Line 2 Pan Return (Reject) Conveyor L2PR_R5,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061593,60 DAY PM - Line 2 Pan Return Conveyor L2PR_R11,16246,Line 2 Pan Return Conveyor L2PR_R11,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061592,60 DAY PM - Line 2 Pan Return Conveyor L2PR_R9,16240,Line 2 Pan Return Conveyor L2PR_R9,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061591,60 DAY PM - Line 2 Pan Return Conveyor L2PR_R8,16238,Line 2 Pan Return Conveyor L2PR_R8,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061590,60 DAY PM - Line 2 Pan Return (Switching) Conveyor L2PR_R4S,16232,Line 2 Pan Return (Switching) Conveyor L2PR_R4S,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061589,60 DAY PM - Line 2 Pan Return Conveyor L2PR_R3,16231,Line 2 Pan Return Conveyor L2PR_R3,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061588,60 DAY PM - Line 2 Pan Return Conveyor L2PR_R2,16228,Line 2 Pan Return Conveyor L2PR_R2,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061573,60 DAY PM - Bread Basket Feed Conveyors L1ETC11,6690,Bread Basket Feed Conveyors L1ETC11,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061572,60 DAY PM - Bread Basket Feed Conveyors L1ETC10,6689,Bread Basket Feed Conveyors L1ETC10,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061571,60 DAY PM - Bread Basket Feed Conveyors L1ETC16,6695,Bread Basket Feed Conveyors L1ETC16,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061570,60 DAY PM - Bread Basket Feed Conveyors L1ETC14,6693,Bread Basket Feed Conveyors L1ETC14,PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061542,30 DAY PM - Bread Tyer BT-2 (S/N 15373),7712,Bread Tyer (LH) BT-2 (S/N 15373),PM,Approved,,,3/6/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061414,M05MIX:  Repair damage to mixer bowl.,7071,Bread Dough Mixer M05MIX,CM,Approved,,2,3/5/18,BBUGRNTSZWEJTYS,,12/31/1899,,12/31/1899,
18061412,"L1TC12- the bottom orange support rollers for conveyor are worn and need to be replaced do not know part# Return Roller, 3/4"" Bore, 1.97"" OD, #R15-75-50, P/N NT16768",7146,Bread Full Basket Conveyors L1TC12,CM,Approved,,2,3/5/18,BBUGRNROROL,,12/31/1899,,12/31/1899,
18061411,L1TC12:  the bearing on the motor side of the shaft has a damaged housing and needs to be replaced need two 1 1/4” bore bearings for job,7146,Bread Full Basket Conveyors L1TC12,CM,Approved,,2,3/5/18,BBUGRNROROL,,12/31/1899,,12/31/1899,
18061410,L1TC11:  the bottom orange support rollers for conveyor are worn out and need replacing do not know part # the rollers are 1 1/2”w x 2”od x 3/4” id . Need 16 for job,7145,Bread Full Basket Conveyors L1TC11,CM,Approved,,2,3/5/18,BBUGRNROROL,,12/31/1899,,12/31/1899,
18061409,L1TC11:  the key rolled in gearbox key way worn in gearbox and shaft need Tigear # 20A25H56 gearbox and 41” long 1 1/4” straight keyed shaft for job,7145,Bread Full Basket Conveyors L1TC11,CM,Approved,,2,3/5/18,BBUGRNROROL,,12/31/1899,,12/31/1899,
18061407,"L1TC08:  the key rolled gearbox and shaft keyway damaged also drive sprockets are worn need 1 1/4” x 43” straight keyed shaft, Tigear # 20A15H56 gearbox, and four 1 1/4”bore 12tooth 1400 series split sprockets for job     *****All parts are in the line 2 staging cage*****",7142,Bread Full Basket Conveyors L1TC08,CM,Approved,4,2,3/5/18,BBUGRNROROL,,12/31/1899,,12/31/1899,
18061406,"L1TC03:  Replace idler sprockets (worn).  2400, 1 1/4” bore, 16 tooth need 5 for job.",7137,Bread Full Basket Conveyors L1TC03,CM,Approved,,2,3/5/18,BBUGRNROROL,,12/31/1899,,12/31/1899,
18061391,"L1PB:  Replace the gear box for #4 drive center top, and coupling (1”b) for new gear boxes, original coupling too short.",15801,Bread Proofbox L1PB,CM,Approved,,2,3/5/18,BBUGRNWCARRASCO,,12/31/1899,,12/31/1899,
18061390,L1ETC06:  Replace roller marked with zest,6685,Bread Basket Feed Conveyors L1ETC06,CM,Approved,,2,3/5/18,BBUGRNKHARRIS,,12/31/1899,,12/31/1899,
18061380,L1ETC06:  Replace idler roller,6685,Bread Basket Feed Conveyors L1ETC06,CM,Approved,,2,3/5/18,BBUGRNKHARRIS,,12/31/1899,,12/31/1899,
18061373,M04MIX:  Replace beater bar bushings.,7070,Bread Dough Mixer M04MIX,CM,Approved,,2,3/5/18,BBUGRNTSZWEJTYS,,12/31/1899,,12/31/1899,
18061372,M04MIX:  Replace mixer bowl bushings.,7070,Bread Dough Mixer M04MIX,CM,Approved,,2,3/5/18,BBUGRNTSZWEJTYS,,12/31/1899,,12/31/1899,
18061370,L2TD4:  Replace or repair both outer wear strip rails and wear strip,14580,Bread Basket Trash Dump Conveyors L2TD4,CM,Approved,,2,3/5/18,BBUGRNKHARRIS,,12/31/1899,,12/31/1899,
18061343,"L2EBS4:  Rebuild sweeper with listed parts.

No.	Part No.	Description	Dimensions	Qty

4	300-7684-00X	STOPPER ARM CHAIN LINK RH		2
5	300-7685-00X	STOPPER ARM CHAIN LINK LH		2
6	451-3502-00X	RIGHT SIDE PUSHER ARM ASS' Y		2
7	451-3503-00X	LEFT SIDE PUSHER ARM ASS' Y		2
8	NT20710	ROLLER CHAIN, 1""PITCH TSUBAKI, RSD80-LAMBDA LUBE FREE DRIVE
APPLICATION	104"" LG	2
9	NT00980	BUSHING TAPER 2012-1 1/4 ""TAPERLOCK""		3
10	NT16900	SPROCKET SINGLE TAPER BUSHED 80BTB17H HARDENED TEETH (FOR 2012
BUSHING)
		3
11	NT16905	FLANGE BUSHING OIL IMPREGNATD 1.2535""ID-1.504""OD-1.750""LG FL-125-14		1
12	NT16908	SPROCKET 1 1/2""BORE-1""PITCH-17TH, MARTIN 80B17		1
13	NT20453	CHAIN CONNECTOR FOR CHAIN #80 (1""PITCH) WA-2 HITACHI		4
14	12836	CAP SCREW FH SOCKET ST-ST 304 5/16-18NC X 1""		16
15	15132	LOCKNUT NYLON INSERT 5/16""-18NC		16
16	15563	LOCK WASHER SS 1/4"" BOLT SIZE		8
17	18475	CAP SCREW BH HEX SOCKET 1/4-20NC X 1/2 SPAENAUR HX-266		8
18	36512	COLLAR SHAFT ST'L Z/P 1 1/4"" SC 1.250 (REV: A1250)		2",15342,Bread Basket Sweeper L2EBS4,CM,Approved,,2,3/5/18,BBUGRNNSHAWA,,12/31/1899,,12/31/1899,
18061342,"L1W1 need to replace contact block for two jog bottoms
800E-3X10 Allen Bradley",7248,Bread Overwrapper L1W1,CM,Approved,,2,3/5/18,BBUGRNNSHAWA,,12/31/1899,,12/31/1899,
18061332,L9BTF1:  REPLACE THE  CARTON DISCHARGE BELT AND REPLACE MISSING ROLLER P/N 18 x 122 ROUGH TOP CONVEYOR BELT P/N 1.9 x 23 HEX SHAFT ROLLER,11744,Muffin Starbucks Box Former L9BTF1,CM,Approved,,2,3/4/18,BBUGRNDDUHANCIK,,12/31/1899,,12/31/1899,
18061328,LINE 1 SLICERS:  Make up a set of discharge flight chains for spare,7652,Bread Slicer L1S4,CM,Approved,,2,3/4/18,BBUGRNKHARRIS,,12/31/1899,,12/31/1899,
18061292,L2WF05:  Three of  6 Sprocket need to be replace,14765,Bread Wrapping Feed Conveyor L2WF05,CM,Approved,,2,3/4/18,BBUGRNBAHUMADA,,12/31/1899,,12/31/1899,
18061254,"L2D1L:  Replace idler bearings (bearings needed are 3 hole, 3/4"" ID - 4 are needed)",16114,Line 2 Oven Discharge Conveyor L2D1L,CM,Approved,,2,3/4/18,BBUGRNADESANTIS,,12/31/1899,,12/31/1899,
18061253,L2D1R:  Replace idler side bearings and replace broken links on conveyor belt.,16112,Line 2 Oven Discharge Conveyor L2D1R,CM,Approved,,2,3/4/18,BBUGRNADESANTIS,,12/31/1899,,12/31/1899,
18061144,"L2WB3:  Replace gearbox and motor, gearbox leaking oil into motor",14742,Bread Overwrapper Bypass Conveyor L2WB3,CM,Approved,,2,3/3/18,BBUGRNLCOSTA,,12/31/1899,,12/31/1899,
18061134,"wo# 18061134  L7TT12:  This conveyor need to be replace, it has to many spot that show to be wear out and cracked. The brand is TableTop.  Rex 821 ( part # 4436200 ), 90 inches long. I checked the lean room , nothing there   parts request po per scott 4/9/2018",7945,Muffin Packing Conveyor L7TT12,CM,Approved,,2,3/2/18,BBUGRNBAHUMADA,,12/31/1899,,12/31/1899,
18061089,"L7OV, L8OV, L9OV:  Replace combustion blower filters.",7853,Muffin Band Oven L7OV1,CM,Approved,,2,3/1/18,BBUGRNGSMITH,,12/31/1899,,12/31/1899,
18061079,L9VEMAG:  Inspect the internals of the zig-zag board dusting flour (heavier flow on one side than the other).  Make any adjustments and/or repairs necessary based on what the inspection shows to try to even out the flour drop flow.,16001,Muffin Divider L9 Vemag,CM,Approved,1,2,3/1/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18061078,L8VEMAG:  Inspect the internals of the zig-zag board dusting flour (heavier flow on one side than the other).  Make any adjustments and/or repairs necessary based on what the inspection shows to try to even out the flour drop flow.,16009,Muffin Divider L8 Vemag,CM,Approved,1,2,3/1/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18060885,60 DAY PM - Bread Slicer Feed Conveyors L1WW25,7607,Bread Slicer Feed Conveyors L1WW25,PM,Approved,,,2/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18060714,60 DAY PM - Bread Wrapping Feed Conveyor L2WF15,14775,Bread Wrapping Feed Conveyor L2WF15,PM,Approved,,,2/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
18060713,60 DAY PM - Bread Wrapping Feed Conveyor L2WF14,14774,Bread Wrapping Feed Conveyor L2WF14,PM,Approved,,,2/28/18,BBUGRNDPOWELL,,12/31/1899,,12/31/1899,
